latitude,longitude,region,season,elevation,slope_degrees,vegetation_index,water_index,urban_proximity,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_percent,river_level_m,distance_to_river_km,drainage_capacity,historical_flood_frequency,population_density,risk_level
20.2056,69.2714,West,Pre-Monsoon,220,2.46,0.212,0.586,27.7,12.3,38.4,73.7,21.1,3.38,2.43,0.676,4,1227,High
11.7469,74.9967,South,Pre-Monsoon,61,5.52,0.741,0.343,5.4,15.8,58.0,127.9,36.9,2.58,2.2,0.356,4,231,High
23.2033,90.276,East,Pre-Monsoon,262,1.67,0.917,0.824,35.9,50.0,139.7,290.7,48.8,4.74,7.69,0.624,3,598,High
15.9529,78.5121,South,Winter,575,3.64,0.667,0.453,48.3,13.4,40.5,74.3,24.1,3.34,9.26,0.765,0,1011,Low
10.0312,77.1278,South,Post-Monsoon,268,2.98,0.373,0.313,17.4,3.4,7.6,21.3,28.0,2.11,4.35,0.764,2,1917,Moderate
23.4872,73.7037,West,Monsoon,229,3.57,0.816,0.675,10.6,102.4,222.6,278.4,64.7,3.82,6.98,0.561,2,637,Severe
30.3573,75.6549,North,Monsoon,40,1.18,0.659,0.455,12.0,29.8,79.9,201.3,51.7,3.79,6.25,0.363,2,205,Severe
26.5947,95.9707,Northeast,Pre-Monsoon,504,9.15,0.439,0.549,17.0,7.1,47.5,79.4,15.4,2.52,3.7,0.263,0,382,Low
31.4032,75.5315,North,Post-Monsoon,650,11.1,0.486,0.707,20.3,14.5,55.8,110.5,32.4,4.11,11.38,0.739,0,899,Low
12.9503,76.079,South,Winter,11,2.83,0.634,0.072,9.1,3.6,10.7,26.8,28.6,2.06,15.53,0.514,1,216,Low
30.1424,76.3873,North,Pre-Monsoon,605,4.42,0.753,0.11,16.3,0.6,9.8,24.6,33.2,1.44,11.2,0.716,0,893,Low
31.8587,78.8269,North,Pre-Monsoon,129,4.83,0.687,0.396,18.3,5.9,17.2,35.7,28.3,1.62,13.02,0.569,1,493,Low
30.2487,74.7839,North,Post-Monsoon,252,6.93,0.568,0.475,24.5,25.2,61.6,137.9,35.3,2.84,1.79,0.588,6,663,Moderate
24.9828,88.9842,East,Pre-Monsoon,72,4.71,0.194,0.315,9.6,20.5,58.0,87.0,17.8,2.71,8.56,0.452,3,128,Moderate
13.9722,77.6854,South,Pre-Monsoon,643,5.0,0.451,0.415,12.6,18.9,67.8,167.8,26.2,1.49,8.04,0.686,2,360,Low
22.05,74.9596,West,Post-Monsoon,519,2.81,0.526,0.6,29.6,25.3,72.7,177.2,22.7,2.07,10.73,0.26,1,6287,Low
10.1683,76.4457,South,Post-Monsoon,64,0.77,0.158,0.313,14.6,31.0,77.3,145.5,53.0,1.03,3.04,0.28,3,2674,Severe
8.4599,74.495,South,Pre-Monsoon,314,0.95,0.323,0.39,30.1,7.6,35.5,83.0,34.2,3.01,2.18,0.871,5,486,High
27.731,75.8963,North,Winter,224,2.56,0.297,0.152,14.0,3.7,10.3,36.5,23.7,2.13,12.14,0.648,2,548,Low
27.5335,77.9546,North,Pre-Monsoon,5,3.92,0.47,0.206,15.6,5.4,19.3,41.1,31.9,1.5,11.03,0.737,2,1019,Moderate
14.3309,75.8546,South,Monsoon,508,2.56,0.386,0.613,11.0,36.6,128.6,240.8,48.6,3.79,8.11,0.652,2,900,High
10.3122,77.148,South,Post-Monsoon,398,1.32,0.306,0.642,13.1,39.6,79.1,177.3,39.8,3.62,8.1,0.602,3,892,High
10.5701,74.6255,South,Post-Monsoon,233,6.22,0.185,0.281,30.8,3.9,9.8,45.8,28.8,2.43,5.59,0.547,2,219,Low
23.394,86.2907,East,Post-Monsoon,221,7.22,0.536,0.525,20.2,30.4,90.1,162.3,27.5,2.68,8.29,0.729,0,246,Low
25.4086,78.0945,Central,Post-Monsoon,149,1.93,0.433,0.262,25.3,18.2,29.1,48.5,32.2,2.46,3.88,0.214,3,1213,Moderate
30.0,74.2009,North,Post-Monsoon,388,1.49,0.817,0.432,8.5,42.0,118.2,172.1,41.7,2.63,5.65,0.393,1,266,Moderate
11.3179,78.3941,South,Winter,122,0.88,0.443,0.339,12.5,20.3,49.0,80.8,16.5,1.68,8.39,0.387,2,389,Moderate
30.0549,74.3354,North,Post-Monsoon,497,0.92,0.646,0.388,14.3,21.3,52.0,153.9,34.0,1.88,22.4,0.25,0,1696,Low
8.3124,76.1387,South,Monsoon,192,1.06,0.482,0.731,61.2,51.3,118.4,228.1,47.7,3.48,1.72,0.095,1,297,Severe
18.1037,69.3384,West,Post-Monsoon,109,10.26,0.617,0.383,22.7,18.3,47.4,98.5,37.5,1.76,7.19,0.465,2,119,Low
14.8113,75.2287,South,Monsoon,97,5.21,0.506,0.99,21.3,149.6,325.3,607.7,82.5,2.72,4.68,0.682,3,1484,Severe
29.1429,78.573,North,Post-Monsoon,458,5.67,0.766,0.357,10.1,9.4,38.5,76.7,34.4,2.39,17.75,0.485,1,108,Low
14.9067,74.0483,South,Monsoon,382,3.97,0.834,0.801,9.9,9.1,117.5,211.1,42.4,4.28,9.02,0.741,0,974,Moderate
29.1613,77.1341,North,Monsoon,327,5.84,0.732,0.536,10.7,22.2,90.8,223.6,44.9,2.74,6.89,0.282,1,46,Moderate
14.9709,74.5096,South,Post-Monsoon,256,7.72,0.662,0.593,15.7,46.1,96.2,229.7,43.5,2.56,17.0,0.686,1,1248,Low
28.4998,77.3456,North,Post-Monsoon,518,4.76,0.278,0.442,9.2,26.8,80.2,180.0,43.8,3.18,2.92,0.313,2,367,High
28.0995,75.4932,North,Pre-Monsoon,82,1.81,0.598,0.228,13.9,4.3,28.0,56.1,16.7,1.96,2.88,0.868,1,567,Moderate
9.461,75.4237,South,Monsoon,6,5.26,0.225,0.635,20.5,49.7,149.8,376.9,64.2,3.07,28.69,0.062,1,2832,Severe
29.8043,77.1907,North,Winter,702,5.46,0.577,0.182,9.2,14.5,27.5,61.6,28.6,1.65,8.01,0.68,4,5595,Low
26.3106,89.9039,East,Winter,46,5.98,0.467,0.225,16.2,17.7,35.5,54.0,14.1,2.55,6.33,0.552,3,3254,Moderate
24.9455,79.084,Central,Monsoon,366,10.62,0.254,0.212,25.7,9.5,42.6,113.8,40.6,1.97,8.19,0.367,4,38,Low
22.9093,76.301,Central,Pre-Monsoon,439,16.67,0.349,0.331,13.6,19.2,39.5,65.7,19.6,2.15,13.46,0.737,0,143,Low
21.0872,76.0038,Central,Monsoon,219,3.94,0.753,0.614,35.6,89.4,243.8,309.1,72.9,3.61,6.41,0.427,3,150,High
26.147,90.735,East,Monsoon,124,2.86,0.241,0.706,15.4,46.0,155.7,366.1,63.4,3.5,5.99,0.463,4,306,Severe
21.1361,70.7879,West,Pre-Monsoon,597,7.31,0.459,0.497,16.2,9.1,32.9,78.5,28.3,3.35,19.6,0.75,1,70,Low
22.3744,79.3319,Central,Winter,545,13.63,0.495,0.346,10.1,7.6,26.2,61.6,23.9,2.29,8.24,0.668,3,104,Low
30.4851,77.27,North,Monsoon,158,1.92,0.425,0.98,34.2,152.8,357.8,457.7,75.7,5.13,2.04,0.317,2,727,Severe
15.8097,76.2018,South,Monsoon,333,4.57,0.406,0.812,12.7,71.0,175.6,330.8,59.1,2.76,5.23,0.689,0,54,Low
30.8804,76.4826,North,Monsoon,181,10.94,0.54,0.63,29.5,44.4,104.8,233.5,60.0,2.95,9.14,0.539,3,210,Moderate
25.5997,95.6915,Northeast,Pre-Monsoon,228,4.01,0.373,0.435,9.1,21.4,64.5,140.9,21.1,3.25,2.15,0.834,4,156,High
13.2919,74.9199,South,Monsoon,227,8.08,0.648,0.549,8.5,8.8,99.3,126.1,44.9,3.88,12.46,0.163,1,362,Moderate
20.1953,71.4235,West,Monsoon,5,4.07,0.918,0.873,23.1,65.4,151.5,389.7,59.7,4.14,3.36,0.416,3,529,Severe
22.8527,71.7478,West,Monsoon,401,2.39,0.469,0.99,10.6,105.8,219.4,414.7,47.9,3.89,5.54,0.723,4,341,Severe
27.847,79.7865,North,Post-Monsoon,199,7.29,0.48,0.631,13.1,52.7,140.5,204.5,37.8,3.59,25.01,0.357,0,184,Low
23.5207,85.66,East,Monsoon,198,13.12,0.485,0.753,13.0,34.8,98.5,337.7,58.9,3.35,4.04,0.606,4,534,High
12.7436,77.2699,South,Post-Monsoon,500,13.82,0.53,0.569,23.4,34.3,71.6,175.1,48.0,1.78,5.44,0.404,5,1063,Moderate
13.7781,75.1664,South,Winter,529,4.37,0.391,0.181,22.7,2.0,13.2,39.6,35.8,1.38,7.8,0.734,2,3864,Moderate
18.6891,74.7694,West,Monsoon,515,1.7,0.608,0.791,12.6,71.2,169.4,316.1,53.9,3.6,3.05,0.148,3,2664,Severe
26.7259,91.2718,East,Monsoon,185,2.04,0.633,0.389,24.2,26.8,77.7,161.0,43.7,1.34,1.63,0.772,2,5131,Moderate
14.0476,79.728,South,Winter,823,5.38,0.678,0.436,23.0,17.9,55.5,122.0,34.8,2.72,3.27,0.623,3,165,Low
21.6244,69.3001,West,Monsoon,509,7.39,0.433,0.99,9.8,57.7,230.5,583.6,71.2,3.38,7.49,0.637,3,541,High
31.1464,74.2956,North,Monsoon,184,9.29,0.554,0.276,22.0,7.3,24.5,57.1,40.9,2.42,4.41,0.641,1,3166,Moderate
27.2857,91.5259,Northeast,Winter,1090,3.98,0.294,0.551,16.5,24.5,78.2,152.3,32.0,3.29,3.45,0.565,4,104,Moderate
22.2724,73.2988,West,Post-Monsoon,374,2.74,0.625,0.272,4.0,2.1,9.2,35.7,44.5,1.79,3.42,0.118,2,273,Low
21.5727,72.7259,West,Winter,280,3.47,0.461,0.378,10.0,3.4,9.6,34.5,13.7,1.6,7.89,0.513,2,523,Low
25.8855,95.9127,Northeast,Monsoon,286,3.83,0.578,0.417,33.8,19.6,73.3,257.7,62.4,3.71,19.04,0.513,3,326,Moderate
22.0424,91.5891,East,Monsoon,86,5.54,0.4,0.99,17.9,243.3,520.3,1003.0,94.4,6.77,2.57,0.667,3,2787,Severe
24.7459,91.3513,Northeast,Pre-Monsoon,982,7.87,0.424,0.565,17.9,26.2,73.7,116.2,21.3,4.3,4.86,0.584,2,216,Low
11.329,77.3888,South,Pre-Monsoon,614,4.2,0.387,0.302,2.6,13.9,37.6,59.7,26.2,2.6,10.7,0.771,0,1867,Low
12.6714,78.7797,South,Monsoon,94,3.62,0.509,0.395,9.8,38.2,82.6,127.4,42.2,1.96,13.62,0.417,1,378,Moderate
21.6372,89.6777,East,Pre-Monsoon,156,2.47,0.464,0.554,17.4,73.7,107.8,251.9,54.8,1.71,7.75,0.237,1,300,High
27.8165,76.4896,North,Monsoon,280,10.72,0.344,0.636,2.8,40.6,79.0,175.6,49.9,3.32,32.47,0.266,0,550,Low
19.6466,74.8693,West,Monsoon,198,3.83,0.602,0.99,3.2,177.6,333.7,569.7,58.8,5.48,14.23,0.641,0,354,High
27.8293,79.1449,North,Pre-Monsoon,271,2.42,0.787,0.461,9.3,11.4,21.8,37.7,17.4,2.05,16.79,0.296,0,725,Low
30.836,75.2376,North,Monsoon,347,3.17,0.828,0.99,7.5,102.6,195.5,493.9,72.8,3.53,7.42,0.616,1,212,High
12.6812,76.5309,South,Post-Monsoon,5,3.03,0.427,0.99,1.7,65.0,204.3,499.3,55.8,4.94,16.04,0.791,1,102,High
8.0625,75.2293,South,Monsoon,5,3.1,0.311,0.56,5.6,28.7,105.0,298.0,55.6,1.27,3.5,0.667,4,146,High
31.8163,79.61,North,Post-Monsoon,148,11.2,0.755,0.534,25.2,29.2,68.5,178.9,41.7,2.46,2.7,0.328,3,1019,High
22.8022,80.3468,Central,Pre-Monsoon,247,4.73,0.485,0.4,6.8,27.9,77.0,106.2,35.5,2.6,6.76,0.631,2,445,Moderate
24.6027,94.8921,Northeast,Pre-Monsoon,1040,9.47,0.163,0.307,38.8,2.5,7.5,15.0,31.2,2.07,7.5,0.925,2,2066,Low
24.3792,82.569,Central,Winter,365,1.81,0.572,0.288,34.1,15.5,48.0,66.2,7.2,3.72,20.56,0.732,0,1009,Low
25.5164,83.7013,Central,Winter,5,0.94,0.2,0.248,13.4,13.7,27.6,50.3,23.8,2.74,8.89,0.087,0,279,Moderate
8.0781,76.6973,South,Monsoon,269,8.91,0.312,0.824,9.0,79.5,206.3,351.1,62.2,4.5,8.54,0.779,1,273,Moderate
24.6917,85.7775,East,Monsoon,171,3.44,0.2,0.665,8.5,32.4,108.8,281.5,44.2,2.7,3.16,0.754,4,136,High
24.0095,89.5758,East,Winter,97,15.89,0.667,0.34,17.1,1.2,4.2,18.9,25.5,1.75,3.63,0.779,1,318,Low
25.5662,94.7467,Northeast,Monsoon,250,3.68,0.44,0.775,4.2,52.7,141.2,391.3,58.1,3.67,13.82,0.627,2,718,High
11.7656,76.4739,South,Pre-Monsoon,5,9.7,0.366,0.468,13.1,9.5,37.5,81.2,33.1,3.01,12.23,0.309,1,411,Low
22.1048,80.7932,Central,Pre-Monsoon,419,4.77,0.391,0.328,19.1,20.4,50.8,98.5,28.5,2.25,0.26,0.636,3,1431,Moderate
26.1396,92.0648,Northeast,Pre-Monsoon,914,4.68,0.405,0.418,21.5,11.2,23.3,44.3,19.9,2.29,6.76,0.732,4,1321,Low
21.7577,87.4925,East,Post-Monsoon,10,3.69,0.209,0.845,13.8,54.1,158.3,235.2,41.8,3.67,5.17,0.438,5,1094,Severe
22.5979,87.1255,East,Post-Monsoon,54,3.75,0.834,0.186,11.9,3.8,24.6,55.5,29.7,3.63,13.2,0.963,1,670,Moderate
12.4678,77.742,South,Monsoon,235,4.52,0.275,0.869,53.5,96.2,238.6,339.1,60.9,4.29,16.61,0.85,0,254,High
31.5934,76.5529,North,Pre-Monsoon,355,1.87,0.392,0.289,33.9,7.5,20.3,69.0,17.7,2.21,16.24,0.591,1,671,Low
13.6578,79.4637,South,Pre-Monsoon,430,3.01,0.173,0.365,22.5,16.9,39.2,65.8,28.8,2.36,4.17,0.494,3,1013,Moderate
24.9296,82.5324,Central,Post-Monsoon,918,6.64,0.589,0.198,22.0,8.8,15.3,51.1,31.1,3.15,6.48,0.533,5,358,Low
14.0217,75.4233,South,Winter,251,7.12,0.533,0.242,7.9,13.4,22.6,49.7,22.4,2.59,1.89,0.539,1,8786,Moderate
21.6312,85.2573,East,Monsoon,76,0.98,0.628,0.99,11.6,71.0,270.3,559.9,67.4,4.78,8.43,0.838,1,250,Severe
12.6862,74.5793,South,Post-Monsoon,504,1.57,0.269,0.531,14.5,35.8,80.5,182.1,39.5,2.47,11.6,0.885,5,266,Moderate
26.6665,74.9396,North,Monsoon,91,5.69,0.434,0.99,11.9,145.1,313.3,884.9,94.0,4.75,19.05,0.378,0,71,High
24.6429,77.0438,Central,Post-Monsoon,583,8.29,0.716,0.632,12.8,15.9,57.4,144.7,46.1,1.76,1.01,0.804,2,46,Low
27.7309,74.5586,North,Monsoon,474,7.53,0.326,0.555,14.0,15.8,66.7,116.9,40.7,1.9,1.27,0.335,3,1886,Moderate
22.7658,82.5333,Central,Pre-Monsoon,360,2.14,0.779,0.432,13.7,15.5,41.8,89.9,39.7,4.08,2.29,0.307,5,543,High
22.7591,71.141,West,Monsoon,37,5.04,0.11,0.883,6.3,24.2,71.1,227.5,40.4,3.7,5.29,0.815,0,962,Moderate
22.7616,69.7127,West,Winter,165,4.81,0.832,0.43,8.8,6.4,13.6,37.1,18.6,3.01,10.35,0.671,2,785,Moderate
20.1656,69.914,West,Pre-Monsoon,99,5.78,0.385,0.414,33.2,10.1,30.4,49.5,15.6,3.4,8.13,0.701,1,641,Moderate
21.6588,90.0738,East,Monsoon,112,10.74,0.353,0.99,16.7,255.1,576.3,752.5,88.6,7.47,7.9,0.754,2,234,High
19.6,73.414,West,Winter,60,1.48,0.134,0.369,28.8,5.5,18.0,32.6,7.8,2.3,7.03,0.525,1,353,Moderate
21.0808,78.0271,Central,Post-Monsoon,134,9.14,0.847,0.554,3.9,49.4,112.7,226.5,36.5,2.26,14.28,0.778,0,444,Low
21.1635,79.278,Central,Monsoon,775,7.2,0.487,0.625,35.6,6.3,78.3,199.4,41.3,3.47,7.11,0.768,2,44,Low
30.5594,75.9624,North,Pre-Monsoon,471,5.04,0.508,0.387,28.0,8.2,20.1,39.6,17.8,2.35,7.04,0.734,2,550,Low
10.2752,78.2918,South,Winter,237,11.53,0.784,0.415,10.0,8.8,27.0,53.9,19.5,2.64,7.58,0.778,1,1152,Low
24.0962,76.1706,Central,Pre-Monsoon,363,3.52,0.253,0.418,6.0,10.1,20.5,41.9,31.9,2.9,4.74,0.603,1,232,Low
25.2356,79.7443,Central,Monsoon,245,5.02,0.576,0.631,5.2,46.6,164.0,230.4,54.0,4.37,9.85,0.578,0,449,High
21.9834,72.8203,West,Pre-Monsoon,763,11.19,0.544,0.427,0.9,5.2,17.6,31.6,29.7,2.29,7.8,0.464,3,352,Low
30.8375,79.5183,North,Monsoon,319,2.59,0.721,0.825,22.8,87.1,192.0,412.8,69.4,4.16,13.91,0.683,2,126,High
26.5177,92.9114,Northeast,Post-Monsoon,420,2.43,0.483,0.086,5.8,19.9,31.4,68.6,37.1,2.33,9.48,0.911,6,1160,Moderate
20.2069,73.146,West,Winter,5,2.31,0.831,0.04,24.2,2.9,7.8,13.2,30.2,2.26,9.47,0.368,0,958,Low
22.573,88.9668,East,Monsoon,253,5.88,0.898,0.877,11.5,77.4,222.3,392.2,66.3,3.78,3.99,0.666,1,604,High
24.1598,81.2104,Central,Winter,251,3.54,0.542,0.552,8.2,12.1,24.1,65.7,13.7,1.62,0.67,0.557,2,197,Low
26.4695,88.1556,East,Post-Monsoon,192,1.25,0.396,0.52,18.1,30.8,68.8,136.5,47.4,3.01,1.64,0.378,1,3591,High
24.8684,78.0165,Central,Post-Monsoon,877,1.33,0.578,0.375,15.2,8.7,35.6,65.3,30.1,1.82,2.86,0.499,2,670,Low
29.0256,79.6346,North,Pre-Monsoon,184,6.29,0.491,0.484,63.5,24.5,42.2,86.8,25.6,3.24,5.79,0.674,3,305,Moderate
23.5143,82.4694,Central,Pre-Monsoon,373,2.48,0.422,0.115,18.3,13.5,34.9,72.9,19.4,0.62,4.83,0.488,0,620,Low
27.3954,94.1531,Northeast,Post-Monsoon,868,12.19,0.445,0.699,20.9,34.0,108.2,255.4,45.6,2.56,8.79,0.347,2,88,Moderate
25.4973,93.4881,Northeast,Post-Monsoon,207,3.34,0.49,0.6,11.6,36.8,69.3,226.4,44.6,2.41,12.47,0.927,1,71,Moderate
27.1248,94.5193,Northeast,Pre-Monsoon,552,3.57,0.561,0.532,12.8,55.8,88.1,169.0,33.5,3.24,7.4,0.75,2,776,Moderate
22.3143,83.4096,Central,Monsoon,504,2.05,0.797,0.489,20.2,20.8,44.9,153.3,54.3,2.09,8.27,0.732,2,295,Moderate
25.8443,87.7208,East,Monsoon,37,2.69,0.354,0.99,17.8,128.9,399.8,786.3,99.3,5.88,8.14,0.886,3,1740,Severe
24.8992,91.6553,Northeast,Monsoon,632,6.68,0.571,0.832,5.1,25.0,140.8,310.9,61.5,3.48,2.44,0.722,1,198,High
27.513,93.0355,Northeast,Monsoon,588,3.95,0.712,0.99,26.8,109.3,276.0,651.8,79.4,4.58,16.34,0.659,1,2795,High
20.0721,69.9596,West,Pre-Monsoon,600,2.79,0.712,0.315,5.7,3.8,13.1,39.2,26.3,2.17,5.63,0.511,0,60,Low
20.7034,69.2974,West,Monsoon,33,1.56,0.439,0.99,23.4,99.2,223.7,375.4,69.0,3.92,3.34,0.602,2,470,Severe
26.0966,77.3796,North,Winter,385,9.24,0.428,0.308,11.2,10.9,39.4,71.0,26.0,1.84,1.93,0.625,1,98,Low
12.9545,74.0024,South,Winter,191,5.12,0.199,0.444,16.4,1.3,3.7,25.6,25.6,3.99,4.43,0.309,2,424,Moderate
10.0784,78.7676,South,Pre-Monsoon,932,3.99,0.389,0.472,5.2,20.7,39.8,113.0,14.5,2.22,17.56,0.385,1,88,Low
20.7485,72.9655,West,Pre-Monsoon,85,5.26,0.767,0.323,13.3,11.4,41.2,62.1,41.8,1.95,7.31,0.559,1,960,Moderate
22.9777,69.5674,West,Monsoon,81,0.96,0.788,0.507,12.8,8.8,45.8,162.6,41.5,1.86,8.43,0.808,2,173,Moderate
14.5406,78.3673,South,Monsoon,410,1.26,0.064,0.892,17.3,171.1,255.4,380.7,49.3,3.89,9.14,0.809,0,890,High
29.0111,74.7091,North,Winter,134,6.86,0.066,0.36,16.0,8.0,18.2,44.9,27.2,2.18,5.52,0.84,2,3166,Moderate
24.3893,94.5865,Northeast,Monsoon,760,2.79,0.397,0.922,6.2,89.2,196.8,401.7,64.1,3.7,16.5,0.507,4,67,Moderate
23.5869,87.883,East,Winter,275,9.86,0.42,0.184,14.3,9.9,22.2,56.1,12.2,2.28,10.04,0.507,3,797,Low
26.1869,76.7396,North,Pre-Monsoon,327,7.21,0.209,0.318,32.8,14.1,47.9,114.1,25.2,2.22,7.5,0.804,3,742,Low
27.6884,76.5066,North,Winter,288,4.57,0.584,0.415,15.7,3.3,6.1,17.0,28.7,3.01,6.98,0.89,0,195,Low
21.1988,80.5654,Central,Post-Monsoon,353,1.99,0.825,0.26,6.8,8.7,32.3,79.5,29.8,2.97,8.18,0.865,3,81,Moderate
25.0867,77.9525,Central,Post-Monsoon,385,4.5,0.573,0.558,12.8,26.2,91.4,203.2,36.5,3.04,4.63,0.606,5,667,Moderate
29.9412,75.3864,North,Winter,872,6.38,0.202,0.203,4.6,1.7,9.0,19.2,32.8,3.74,6.71,0.48,1,290,Low
26.8076,74.4562,North,Monsoon,62,15.15,0.457,0.89,7.6,33.3,102.1,255.8,59.4,2.95,1.14,0.299,4,163,High
23.7169,75.5075,West,Pre-Monsoon,63,5.33,0.478,0.437,4.9,4.3,8.3,17.6,33.9,2.72,3.06,0.469,2,1129,Low
30.2749,76.2894,North,Monsoon,5,3.14,0.593,0.508,11.0,24.0,79.3,141.8,44.4,3.45,24.68,0.375,0,189,Moderate
23.3712,81.6422,Central,Winter,302,1.72,0.288,0.382,30.7,19.3,52.8,111.2,17.4,2.97,8.68,0.044,1,405,Moderate
29.7283,76.2311,North,Winter,186,7.03,0.838,0.361,13.5,9.8,32.7,49.3,18.0,2.67,12.39,0.938,0,1320,Low
11.3865,78.9548,South,Monsoon,454,1.72,0.374,0.99,6.4,130.2,212.5,513.0,82.4,4.26,18.19,0.503,0,612,High
22.2808,74.6232,West,Post-Monsoon,551,3.36,0.635,0.379,5.7,12.2,36.2,131.0,53.9,2.54,15.51,0.539,0,719,Low
18.5294,70.2597,West,Monsoon,471,2.67,0.841,0.691,16.0,72.2,116.5,183.6,40.2,4.08,3.23,0.725,1,545,Moderate
20.0267,73.1849,West,Monsoon,274,2.8,0.829,0.99,11.6,85.4,218.7,525.4,70.9,4.29,14.79,0.311,1,724,High
28.5782,78.2239,North,Post-Monsoon,5,15.29,0.387,0.411,22.7,5.1,19.5,71.9,32.0,1.44,4.83,0.303,1,1107,Low
23.3444,88.1717,East,Monsoon,103,2.79,0.785,0.873,6.5,39.2,98.0,318.9,61.6,4.46,27.33,0.357,2,185,High
28.2329,76.3654,North,Pre-Monsoon,167,12.97,0.407,0.395,6.3,18.1,71.2,126.5,40.1,2.32,12.16,0.857,0,2694,Low
31.488,74.0788,North,Post-Monsoon,48,2.8,0.749,0.273,14.3,15.3,41.0,78.2,29.0,1.97,11.84,0.165,0,86,Low
27.2152,91.0402,Northeast,Monsoon,260,4.4,0.522,0.566,2.4,31.2,109.7,221.5,63.5,3.85,2.21,0.676,4,278,Severe
20.2203,88.3424,East,Monsoon,171,3.54,0.497,0.99,24.4,262.0,602.3,1177.2,100.0,6.45,21.07,0.582,1,274,High
23.2361,85.6838,East,Pre-Monsoon,25,2.22,0.577,0.441,11.1,2.7,11.6,28.0,11.8,4.05,1.1,0.253,5,417,Severe
29.319,74.1201,North,Monsoon,130,4.98,0.893,0.6,9.4,21.5,73.0,203.5,63.6,3.44,29.41,0.689,1,343,Moderate
25.3823,78.3568,Central,Post-Monsoon,727,6.92,0.692,0.286,7.1,17.2,31.5,69.7,34.7,1.87,8.96,0.434,4,1312,Low
25.0723,94.2516,Northeast,Winter,368,10.29,0.364,0.38,17.6,12.1,31.0,65.2,18.9,3.94,1.93,0.496,3,3343,High
22.8509,77.3023,Central,Pre-Monsoon,410,5.48,0.275,0.388,3.8,11.2,45.8,109.4,32.0,4.14,5.12,0.574,1,427,Moderate
15.1596,74.5437,South,Winter,673,3.9,0.511,0.316,8.7,6.7,22.7,56.4,20.0,1.81,7.77,0.449,1,471,Low
22.3799,78.2815,Central,Post-Monsoon,76,4.45,0.568,0.5,6.5,16.1,43.0,127.4,35.0,1.6,4.38,0.485,2,1260,Moderate
19.1377,69.9242,West,Winter,980,11.35,0.512,0.069,2.2,4.5,12.2,21.4,28.2,2.91,10.99,0.296,3,270,Low
24.3352,79.5121,Central,Post-Monsoon,491,3.42,0.882,0.596,38.4,32.4,105.4,263.4,48.2,2.97,5.53,0.262,1,990,Moderate
24.0217,77.8055,Central,Monsoon,374,3.37,0.365,0.647,28.8,43.6,133.2,190.5,39.2,3.09,1.02,0.491,3,576,High
31.3334,78.1251,North,Post-Monsoon,96,2.85,0.498,0.485,19.8,6.0,45.1,127.9,55.3,1.74,6.84,0.251,3,432,Moderate
21.9796,75.5532,West,Monsoon,326,4.88,0.28,0.644,27.4,35.6,112.2,297.0,61.1,3.21,8.75,0.852,0,389,Moderate
24.3664,87.6622,East,Monsoon,69,4.79,0.319,0.962,18.6,75.5,189.6,366.0,60.6,3.75,4.5,0.434,4,42,Severe
28.4747,77.9647,North,Monsoon,522,6.52,0.775,0.99,5.1,213.3,507.6,719.1,78.3,4.25,17.49,0.771,0,1097,Moderate
24.5212,78.6981,Central,Monsoon,488,5.09,0.527,0.67,4.3,34.7,87.4,202.3,64.6,3.01,4.99,0.687,1,529,Moderate
29.5678,74.9621,North,Monsoon,310,9.71,0.804,0.915,14.8,74.5,184.2,379.3,63.6,3.59,3.11,0.516,2,347,High
21.4554,79.165,Central,Winter,324,4.75,0.294,0.257,12.0,16.5,36.2,73.7,27.4,0.75,0.66,0.693,2,2733,Low
26.6269,93.7043,Northeast,Monsoon,900,15.92,0.59,0.667,10.2,55.6,147.2,298.9,60.6,4.78,11.28,0.671,4,186,Moderate
21.5888,73.1262,West,Monsoon,344,4.13,0.725,0.63,28.8,85.7,182.0,276.0,51.6,3.1,5.61,0.522,1,1037,Moderate
23.8947,71.2243,West,Winter,165,5.26,0.404,0.355,23.8,12.2,35.2,75.2,26.0,2.78,3.35,0.601,1,212,Low
9.0235,75.2223,South,Monsoon,683,2.15,0.616,0.969,17.0,95.8,230.3,375.3,66.4,3.02,6.66,0.564,4,206,High
21.4168,82.0309,Central,Pre-Monsoon,276,2.22,0.251,0.084,8.3,6.7,18.3,49.0,23.9,2.04,31.77,0.641,2,417,Low
25.4501,85.4483,East,Winter,203,2.87,0.491,0.763,11.1,43.8,99.5,225.0,28.4,2.53,1.78,0.634,0,238,Low
22.4919,90.4315,East,Winter,31,0.7,0.714,0.421,18.8,18.8,37.9,71.3,15.8,3.35,2.54,0.271,4,1127,Severe
13.6438,77.3099,South,Post-Monsoon,310,7.49,0.789,0.626,30.1,10.2,53.5,148.6,50.2,2.64,5.62,0.441,2,353,Moderate
26.1757,95.6245,Northeast,Monsoon,427,5.82,0.534,0.874,10.9,55.9,228.2,334.4,53.5,4.42,11.83,0.868,0,38,Low
26.4357,88.6557,East,Monsoon,115,0.56,0.765,0.99,3.6,80.9,216.9,491.5,63.5,4.2,6.66,0.144,1,1259,Severe
20.6862,73.7628,West,Winter,137,3.79,0.426,0.336,5.8,9.0,24.2,52.9,31.2,2.83,7.65,0.293,3,252,Moderate
